,coef,std_err,t_stat,p_value,ci_low,ci_high
const,-43.39123599838336,13.647819451824057,-3.179353020572384,0.0014760420512855564,-70.1404705914637,-16.642001405303024
origin_pressure,-0.039451298871634975,0.029163695810639947,-1.3527537499976854,0.1761343126630176,-0.09661109231657092,0.017708494573300974
season_year,0.022257779745213535,0.007029938402268265,3.16614150389026,0.0015447562731205628,0.008479353663232684,0.036036205827194384
dest_Championship,-0.46457988403300765,0.012408698959003395,-37.43985453816831,8.784865231104613e-307,-0.488900487087654,-0.4402592809783613
dest_EPL,0.1473945966781198,0.01175974578994985,12.53382507673649,4.875332093679914e-36,0.12434591846247156,0.17044327489376804
dest_Eredivisie,-0.5570077530304388,0.05648728135816446,-9.860764045248763,6.157900334403817e-23,-0.6677207900770219,-0.44629471598385567
dest_La Liga,-0.311661406366354,0.046286637178407704,-6.7332911908264785,1.6586763786278686e-11,-0.40238154820150573,-0.22094126453120222
dest_Ligue 1,-0.15228491426217003,0.03382755809083762,-4.501800391658103,6.738024808073587e-06,-0.2185857098051483,-0.08598411871919177
dest_Serie A,0.12429799223205615,0.025576466066897126,4.859857961101648,1.174700021912123e-06,0.07416903988912697,0.1744269445749853
