feature,importance_mean,importance_std
age,0.08104701563868202,0.008040595122283601
dest_pressure,0.08025592041155487,0.004959949389139307
dest_league,0.06371371761647891,0.0048802285446467135
season_year,0.048984324068813895,0.005514778226569741
position_group,0.014464099394481806,0.0036671798514553147
origin_league,0.007996397288168621,0.0023339865598996515
pressure_gap,0.004828072782931575,0.0012245142672634688
origin_pressure,-0.0008921026027918832,0.0004017173132588759
